scenario,trial,sample_size,cgr,cgr_ciL,cgr_ciH,cgr_moe
cgr050,29,10,0.5,0.187,0.813,0.313
cgr050,29,20,0.5,0.272,0.728,0.228
cgr050,29,30,0.5,0.313,0.687,0.187
cgr050,29,40,0.525,0.361,0.685,0.162
cgr050,29,50,0.48,0.337,0.626,0.145
cgr050,29,60,0.483,0.352,0.616,0.132
cgr050,29,70,0.486,0.364,0.608,0.122
cgr050,29,80,0.488,0.374,0.602,0.114
cgr050,29,90,0.478,0.371,0.586,0.107
cgr050,29,100,0.49,0.389,0.592,0.102
cgr050,29,110,0.482,0.386,0.579,0.097
cgr050,29,120,0.483,0.391,0.576,0.093
cgr050,29,130,0.477,0.389,0.566,0.089
cgr050,29,140,0.486,0.4,0.572,0.086
cgr050,29,150,0.5,0.417,0.583,0.083
cgr050,29,160,0.506,0.426,0.586,0.08
cgr050,29,170,0.512,0.434,0.589,0.077
cgr050,29,180,0.528,0.452,0.602,0.075
cgr050,29,190,0.511,0.437,0.584,0.073
cgr050,29,200,0.5,0.429,0.571,0.071
cgr050,29,210,0.495,0.426,0.565,0.07
cgr050,29,220,0.505,0.437,0.572,0.068
cgr050,29,230,0.504,0.438,0.571,0.066
cgr050,29,240,0.508,0.443,0.573,0.065
cgr050,29,250,0.512,0.448,0.575,0.064
cgr050,29,260,0.512,0.449,0.574,0.062
cgr050,29,270,0.519,0.457,0.579,0.061
cgr050,29,280,0.514,0.454,0.574,0.06
cgr050,29,290,0.51,0.451,0.569,0.059
cgr050,29,300,0.51,0.452,0.568,0.058
cgr050,28,10,0.4,0.122,0.738,0.308
cgr050,28,20,0.55,0.315,0.769,0.227
cgr050,28,30,0.5,0.313,0.687,0.187
cgr050,28,40,0.525,0.361,0.685,0.162
cgr050,28,50,0.58,0.432,0.718,0.143
cgr050,28,60,0.583,0.449,0.709,0.13
cgr050,28,70,0.557,0.433,0.676,0.121
cgr050,28,80,0.588,0.472,0.696,0.112
cgr050,28,90,0.589,0.48,0.692,0.106
cgr050,28,100,0.59,0.487,0.687,0.1
cgr050,28,110,0.591,0.493,0.684,0.095
cgr050,28,120,0.575,0.481,0.665,0.092
cgr050,28,130,0.569,0.48,0.656,0.088
cgr050,28,140,0.579,0.492,0.661,0.085
cgr050,28,150,0.56,0.477,0.641,0.082
cgr050,28,160,0.544,0.463,0.623,0.08
cgr050,28,170,0.535,0.457,0.612,0.077
cgr050,28,180,0.528,0.452,0.602,0.075
cgr050,28,190,0.526,0.453,0.599,0.073
cgr050,28,200,0.525,0.453,0.596,0.071
cgr050,28,210,0.533,0.463,0.602,0.069
cgr050,28,220,0.541,0.473,0.608,0.068
cgr050,28,230,0.543,0.477,0.609,0.066
cgr050,28,240,0.546,0.481,0.61,0.065
cgr050,28,250,0.548,0.484,0.611,0.063
cgr050,28,260,0.546,0.483,0.608,0.062
cgr050,28,270,0.541,0.479,0.601,0.061
cgr050,28,280,0.543,0.483,0.602,0.06
cgr050,28,290,0.552,0.493,0.61,0.059
cgr050,28,300,0.546,0.487,0.604,0.058
cgr050,27,10,0.4,0.122,0.738,0.308
cgr050,27,20,0.5,0.272,0.728,0.228
cgr050,27,30,0.533,0.343,0.717,0.187
cgr050,27,40,0.525,0.361,0.685,0.162
cgr050,27,50,0.54,0.393,0.682,0.144
cgr050,27,60,0.467,0.337,0.6,0.132
cgr050,27,70,0.457,0.337,0.581,0.122
cgr050,27,80,0.462,0.35,0.578,0.114
cgr050,27,90,0.489,0.382,0.597,0.107
cgr050,27,100,0.49,0.389,0.592,0.102
cgr050,27,110,0.5,0.403,0.597,0.097
cgr050,27,120,0.492,0.399,0.584,0.093
cgr050,27,130,0.469,0.381,0.559,0.089
cgr050,27,140,0.471,0.387,0.558,0.085
cgr050,27,150,0.48,0.398,0.563,0.083
cgr050,27,160,0.475,0.396,0.555,0.08
cgr050,27,170,0.488,0.411,0.566,0.077
cgr050,27,180,0.494,0.419,0.57,0.075
cgr050,27,190,0.516,0.442,0.589,0.073
cgr050,27,200,0.53,0.458,0.601,0.071
cgr050,27,210,0.543,0.473,0.612,0.069
cgr050,27,220,0.541,0.473,0.608,0.068
cgr050,27,230,0.543,0.477,0.609,0.066
cgr050,27,240,0.533,0.468,0.598,0.065
cgr050,27,250,0.532,0.468,0.595,0.064
cgr050,27,260,0.531,0.468,0.593,0.062
cgr050,27,270,0.548,0.487,0.609,0.061
cgr050,27,280,0.546,0.486,0.606,0.06
cgr050,27,290,0.545,0.486,0.603,0.059
cgr050,27,300,0.545,0.487,0.603,0.058
cgr050,26,10,0.5,0.187,0.813,0.313
cgr050,26,20,0.5,0.272,0.728,0.228
cgr050,26,30,0.567,0.374,0.745,0.186
cgr050,26,40,0.575,0.409,0.73,0.16
cgr050,26,50,0.6,0.452,0.736,0.142
cgr050,26,60,0.567,0.432,0.694,0.131
cgr050,26,70,0.543,0.419,0.663,0.122
cgr050,26,80,0.55,0.435,0.662,0.113
cgr050,26,90,0.533,0.425,0.639,0.107
cgr050,26,100,0.54,0.437,0.64,0.101
cgr050,26,110,0.536,0.439,0.632,0.097
cgr050,26,120,0.542,0.448,0.633,0.092
cgr050,26,130,0.538,0.449,0.626,0.089
cgr050,26,140,0.564,0.478,0.648,0.085
cgr050,26,150,0.547,0.463,0.628,0.082
cgr050,26,160,0.538,0.457,0.617,0.08
cgr050,26,170,0.535,0.457,0.612,0.077
cgr050,26,180,0.522,0.447,0.597,0.075
cgr050,26,190,0.511,0.437,0.584,0.073
cgr050,26,200,0.505,0.434,0.576,0.071
cgr050,26,210,0.514,0.445,0.584,0.07
cgr050,26,220,0.523,0.455,0.59,0.068
cgr050,26,230,0.53,0.464,0.596,0.066
cgr050,26,240,0.529,0.464,0.594,0.065
cgr050,26,250,0.528,0.464,0.591,0.064
cgr050,26,260,0.535,0.472,0.596,0.062
cgr050,26,270,0.533,0.472,0.594,0.061
cgr050,26,280,0.536,0.475,0.595,0.06
cgr050,26,290,0.538,0.479,0.597,0.059
cgr050,26,300,0.536,0.477,0.594,0.059
cgr050,25,10,0.7,0.348,0.933,0.293
cgr050,25,20,0.8,0.563,0.943,0.19
cgr050,25,30,0.7,0.506,0.853,0.173
cgr050,25,40,0.65,0.483,0.794,0.155
cgr050,25,50,0.6,0.452,0.736,0.142
cgr050,25,60,0.567,0.432,0.694,0.131
cgr050,25,70,0.586,0.462,0.702,0.12
cgr050,25,80,0.55,0.435,0.662,0.113
cgr050,25,90,0.544,0.436,0.65,0.107
cgr050,25,100,0.52,0.418,0.621,0.102
cgr050,25,110,0.5,0.403,0.597,0.097
cgr050,25,120,0.517,0.424,0.609,0.093
cgr050,25,130,0.508,0.419,0.596,0.089
cgr050,25,140,0.514,0.428,0.6,0.086
cgr050,25,150,0.5,0.417,0.583,0.083
cgr050,25,160,0.488,0.408,0.568,0.08
cgr050,25,170,0.476,0.399,0.554,0.077
cgr050,25,180,0.483,0.408,0.559,0.075
cgr050,25,190,0.484,0.411,0.558,0.073
cgr050,25,200,0.49,0.419,0.561,0.071
cgr050,25,210,0.49,0.421,0.56,0.07
cgr050,25,220,0.486,0.419,0.554,0.068
cgr050,25,230,0.483,0.416,0.549,0.066
cgr050,25,240,0.483,0.419,0.549,0.065
cgr050,25,250,0.476,0.413,0.54,0.064
cgr050,25,260,0.488,0.426,0.551,0.062
cgr050,25,270,0.478,0.417,0.539,0.061
cgr050,25,280,0.482,0.422,0.542,0.06
cgr050,25,290,0.476,0.417,0.535,0.059
cgr050,25,300,0.477,0.419,0.535,0.058
cgr050,24,10,0.4,0.122,0.738,0.308
cgr050,24,20,0.45,0.231,0.685,0.227
cgr050,24,30,0.533,0.343,0.717,0.187
cgr050,24,40,0.5,0.338,0.662,0.162
cgr050,24,50,0.48,0.337,0.626,0.145
cgr050,24,60,0.533,0.4,0.663,0.132
cgr050,24,70,0.557,0.433,0.676,0.121
cgr050,24,80,0.55,0.435,0.662,0.113
cgr050,24,90,0.556,0.447,0.66,0.107
cgr050,24,100,0.59,0.487,0.687,0.1
cgr050,24,110,0.591,0.493,0.684,0.095
cgr050,24,120,0.6,0.507,0.688,0.091
cgr050,24,130,0.608,0.518,0.692,0.087
cgr050,24,140,0.6,0.514,0.682,0.084
cgr050,24,150,0.607,0.524,0.685,0.081
cgr050,24,160,0.6,0.52,0.677,0.078
cgr050,24,170,0.588,0.51,0.663,0.076
cgr050,24,180,0.583,0.508,0.656,0.074
cgr050,24,190,0.589,0.516,0.66,0.072
cgr050,24,200,0.595,0.523,0.664,0.07
cgr050,24,210,0.595,0.526,0.662,0.068
cgr050,24,220,0.586,0.518,0.652,0.067
cgr050,24,230,0.578,0.512,0.643,0.066
cgr050,24,240,0.571,0.506,0.634,0.064
cgr050,24,250,0.568,0.504,0.63,0.063
cgr050,24,260,0.562,0.499,0.623,0.062
cgr050,24,270,0.552,0.49,0.612,0.061
cgr050,24,280,0.55,0.49,0.609,0.06
cgr050,24,290,0.545,0.486,0.604,0.059
cgr050,24,300,0.546,0.487,0.604,0.058
cgr050,23,10,0.3,0.067,0.652,0.293
cgr050,23,20,0.4,0.191,0.639,0.224
cgr050,23,30,0.4,0.227,0.594,0.184
cgr050,23,40,0.425,0.27,0.591,0.16
cgr050,23,50,0.42,0.282,0.568,0.143
cgr050,23,60,0.45,0.321,0.584,0.131
cgr050,23,70,0.457,0.337,0.581,0.122
cgr050,23,80,0.412,0.304,0.528,0.112
cgr050,23,90,0.456,0.35,0.564,0.107
cgr050,23,100,0.45,0.35,0.553,0.101
cgr050,23,110,0.464,0.368,0.561,0.097
cgr050,23,120,0.458,0.367,0.552,0.092
cgr050,23,130,0.477,0.389,0.566,0.089
cgr050,23,140,0.486,0.4,0.572,0.086
cgr050,23,150,0.48,0.398,0.563,0.083
cgr050,23,160,0.488,0.408,0.568,0.08
cgr050,23,170,0.476,0.399,0.554,0.077
cgr050,23,180,0.483,0.408,0.559,0.075
cgr050,23,190,0.468,0.396,0.542,0.073
cgr050,23,200,0.455,0.385,0.527,0.071
cgr050,23,210,0.443,0.375,0.513,0.069
cgr050,23,220,0.45,0.383,0.518,0.068
cgr050,23,230,0.448,0.382,0.515,0.066
cgr050,23,240,0.462,0.398,0.528,0.065
cgr050,23,250,0.468,0.405,0.532,0.064
cgr050,23,260,0.481,0.419,0.543,0.062
cgr050,23,270,0.474,0.413,0.535,0.061
cgr050,23,280,0.471,0.411,0.532,0.06
cgr050,23,290,0.473,0.414,0.533,0.06
cgr050,23,300,0.479,0.42,0.539,0.059
cgr050,22,10,0.4,0.122,0.738,0.308
cgr050,22,20,0.4,0.191,0.639,0.224
cgr050,22,30,0.433,0.255,0.626,0.186
cgr050,22,40,0.45,0.293,0.615,0.161
cgr050,22,50,0.38,0.247,0.528,0.141
cgr050,22,60,0.417,0.291,0.551,0.13
cgr050,22,70,0.4,0.285,0.524,0.12
cgr050,22,80,0.425,0.315,0.541,0.113
cgr050,22,90,0.411,0.308,0.52,0.106
cgr050,22,100,0.42,0.322,0.523,0.1
cgr050,22,110,0.436,0.342,0.534,0.096
cgr050,22,120,0.425,0.335,0.519,0.092
cgr050,22,130,0.446,0.359,0.536,0.088
cgr050,22,140,0.464,0.38,0.55,0.085
cgr050,22,150,0.487,0.404,0.57,0.083
cgr050,22,160,0.488,0.408,0.568,0.08
cgr050,22,170,0.512,0.434,0.589,0.077
cgr050,22,180,0.511,0.436,0.586,0.075
cgr050,22,190,0.511,0.437,0.584,0.073
cgr050,22,200,0.515,0.443,0.586,0.071
cgr050,22,210,0.519,0.449,0.588,0.07
cgr050,22,220,0.514,0.446,0.581,0.068
cgr050,22,230,0.509,0.442,0.575,0.066
cgr050,22,240,0.508,0.443,0.573,0.065
cgr050,22,250,0.508,0.444,0.572,0.064
cgr050,22,260,0.519,0.457,0.581,0.062
cgr050,22,270,0.522,0.461,0.583,0.061
cgr050,22,280,0.524,0.463,0.584,0.061
cgr050,22,290,0.525,0.465,0.585,0.06
cgr050,22,300,0.519,0.46,0.579,0.059
cgr050,21,10,0.4,0.122,0.738,0.308
cgr050,21,20,0.45,0.231,0.685,0.227
cgr050,21,30,0.4,0.227,0.594,0.184
cgr050,21,40,0.475,0.315,0.639,0.162
cgr050,21,50,0.5,0.355,0.645,0.145
cgr050,21,60,0.483,0.352,0.616,0.132
cgr050,21,70,0.457,0.337,0.581,0.122
cgr050,21,80,0.462,0.35,0.578,0.114
cgr050,21,90,0.489,0.382,0.597,0.107
cgr050,21,100,0.5,0.398,0.602,0.102
cgr050,21,110,0.5,0.403,0.597,0.097
cgr050,21,120,0.483,0.391,0.576,0.093
cgr050,21,130,0.492,0.404,0.581,0.089
cgr050,21,140,0.5,0.414,0.586,0.086
cgr050,21,150,0.5,0.417,0.583,0.083
cgr050,21,160,0.494,0.414,0.574,0.08
cgr050,21,170,0.482,0.405,0.56,0.077
cgr050,21,180,0.5,0.425,0.575,0.075
cgr050,21,190,0.489,0.416,0.563,0.073
cgr050,21,200,0.495,0.424,0.566,0.071
cgr050,21,210,0.5,0.43,0.57,0.07
cgr050,21,220,0.5,0.432,0.568,0.068
cgr050,21,230,0.491,0.425,0.558,0.066
cgr050,21,240,0.488,0.423,0.553,0.065
cgr050,21,250,0.492,0.428,0.556,0.064
cgr050,21,260,0.488,0.426,0.551,0.062
cgr050,21,270,0.496,0.435,0.558,0.061
cgr050,21,280,0.496,0.436,0.557,0.06
cgr050,21,290,0.498,0.438,0.558,0.06
cgr050,21,300,0.5,0.441,0.559,0.059
cgr050,20,10,0.3,0.067,0.652,0.293
cgr050,20,20,0.4,0.191,0.639,0.224
cgr050,20,30,0.467,0.283,0.657,0.187
cgr050,20,40,0.525,0.361,0.685,0.162
cgr050,20,50,0.48,0.337,0.626,0.145
cgr050,20,60,0.467,0.337,0.6,0.132
cgr050,20,70,0.471,0.351,0.594,0.122
cgr050,20,80,0.5,0.386,0.614,0.114
cgr050,20,90,0.467,0.361,0.575,0.107
cgr050,20,100,0.47,0.369,0.572,0.102
cgr050,20,110,0.464,0.368,0.561,0.097
cgr050,20,120,0.475,0.383,0.568,0.093
cgr050,20,130,0.5,0.411,0.589,0.089
cgr050,20,140,0.493,0.407,0.579,0.086
cgr050,20,150,0.5,0.417,0.583,0.083
cgr050,20,160,0.5,0.42,0.58,0.08
cgr050,20,170,0.506,0.428,0.583,0.078
cgr050,20,180,0.511,0.436,0.586,0.075
cgr050,20,190,0.516,0.442,0.589,0.073
cgr050,20,200,0.52,0.448,0.591,0.071
cgr050,20,210,0.524,0.454,0.593,0.07
cgr050,20,220,0.523,0.455,0.59,0.068
cgr050,20,230,0.517,0.451,0.584,0.066
cgr050,20,240,0.521,0.456,0.586,0.065
cgr050,20,250,0.516,0.452,0.579,0.064
cgr050,20,260,0.515,0.453,0.578,0.062
cgr050,20,270,0.519,0.457,0.579,0.061
cgr050,20,280,0.518,0.458,0.578,0.06
cgr050,20,290,0.516,0.456,0.575,0.059
cgr050,20,300,0.517,0.458,0.576,0.059
cgr050,19,10,0.7,0.348,0.933,0.293
cgr050,19,20,0.7,0.457,0.881,0.212
cgr050,19,30,0.567,0.374,0.745,0.186
cgr050,19,40,0.525,0.361,0.685,0.162
cgr050,19,50,0.54,0.393,0.682,0.144
cgr050,19,60,0.583,0.449,0.709,0.13
cgr050,19,70,0.586,0.462,0.702,0.12
cgr050,19,80,0.562,0.447,0.673,0.113
cgr050,19,90,0.556,0.447,0.66,0.107
cgr050,19,100,0.53,0.428,0.631,0.102
cgr050,19,110,0.545,0.448,0.641,0.096
cgr050,19,120,0.558,0.465,0.649,0.092
cgr050,19,130,0.515,0.426,0.604,0.089
cgr050,19,140,0.5,0.414,0.586,0.086
cgr050,19,150,0.493,0.411,0.576,0.083
cgr050,19,160,0.475,0.396,0.555,0.08
cgr050,19,170,0.465,0.388,0.543,0.077
cgr050,19,180,0.472,0.398,0.548,0.075
cgr050,19,190,0.463,0.391,0.537,0.073
cgr050,19,200,0.45,0.38,0.522,0.071
cgr050,19,210,0.443,0.375,0.513,0.069
cgr050,19,220,0.45,0.383,0.518,0.068
cgr050,19,230,0.448,0.382,0.515,0.066
cgr050,19,240,0.454,0.39,0.519,0.065
cgr050,19,250,0.452,0.389,0.516,0.063
cgr050,19,260,0.45,0.388,0.513,0.062
cgr050,19,270,0.452,0.391,0.513,0.061
cgr050,19,280,0.45,0.391,0.51,0.06
cgr050,19,290,0.459,0.4,0.518,0.059
cgr050,19,300,0.456,0.399,0.515,0.058
cgr050,18,10,0.6,0.262,0.878,0.308
cgr050,18,20,0.5,0.272,0.728,0.228
cgr050,18,30,0.467,0.283,0.657,0.187
cgr050,18,40,0.55,0.385,0.707,0.161
cgr050,18,50,0.5,0.355,0.645,0.145
cgr050,18,60,0.467,0.337,0.6,0.132
cgr050,18,70,0.457,0.337,0.581,0.122
cgr050,18,80,0.462,0.35,0.578,0.114
cgr050,18,90,0.467,0.361,0.575,0.107
cgr050,18,100,0.49,0.389,0.592,0.102
cgr050,18,110,0.473,0.377,0.57,0.097
cgr050,18,120,0.483,0.391,0.576,0.093
cgr050,18,130,0.485,0.396,0.574,0.089
cgr050,18,140,0.507,0.421,0.593,0.086
cgr050,18,150,0.493,0.411,0.576,0.083
cgr050,18,160,0.481,0.402,0.562,0.08
cgr050,18,170,0.482,0.405,0.56,0.077
cgr050,18,180,0.483,0.408,0.559,0.075
cgr050,18,190,0.474,0.401,0.547,0.073
cgr050,18,200,0.48,0.409,0.552,0.071
cgr050,18,210,0.471,0.402,0.541,0.069
cgr050,18,220,0.468,0.401,0.536,0.068
cgr050,18,230,0.465,0.399,0.532,0.066
cgr050,18,240,0.467,0.402,0.532,0.065
cgr050,18,250,0.468,0.405,0.532,0.064
cgr050,18,260,0.469,0.407,0.532,0.062
cgr050,18,270,0.474,0.413,0.535,0.061
cgr050,18,280,0.471,0.412,0.532,0.06
cgr050,18,290,0.462,0.404,0.521,0.059
cgr050,18,300,0.46,0.402,0.518,0.058
cgr050,17,10,0.6,0.262,0.878,0.308
cgr050,17,20,0.5,0.272,0.728,0.228
cgr050,17,30,0.5,0.313,0.687,0.187
cgr050,17,40,0.525,0.361,0.685,0.162
cgr050,17,50,0.52,0.374,0.663,0.145
cgr050,17,60,0.55,0.416,0.679,0.131
cgr050,17,70,0.557,0.433,0.676,0.121
cgr050,17,80,0.575,0.459,0.685,0.113
cgr050,17,90,0.567,0.458,0.671,0.106
cgr050,17,100,0.59,0.487,0.687,0.1
cgr050,17,110,0.591,0.493,0.684,0.095
cgr050,17,120,0.608,0.515,0.696,0.091
cgr050,17,130,0.577,0.487,0.663,0.088
cgr050,17,140,0.557,0.471,0.641,0.085
cgr050,17,150,0.567,0.483,0.647,0.082
cgr050,17,160,0.556,0.476,0.635,0.079
cgr050,17,170,0.565,0.487,0.64,0.077
cgr050,17,180,0.561,0.485,0.635,0.075
cgr050,17,190,0.547,0.474,0.62,0.073
cgr050,17,200,0.54,0.468,0.611,0.071
cgr050,17,210,0.538,0.468,0.607,0.069
cgr050,17,220,0.55,0.482,0.617,0.068
cgr050,17,230,0.557,0.49,0.622,0.066
cgr050,17,240,0.554,0.489,0.618,0.065
cgr050,17,250,0.54,0.476,0.603,0.063
cgr050,17,260,0.542,0.48,0.604,0.062
cgr050,17,270,0.53,0.468,0.59,0.061
cgr050,17,280,0.529,0.468,0.588,0.06
cgr050,17,290,0.529,0.47,0.588,0.059
cgr050,17,300,0.524,0.465,0.582,0.059
cgr050,16,10,0.6,0.262,0.878,0.308
cgr050,16,20,0.65,0.408,0.846,0.219
cgr050,16,30,0.6,0.406,0.773,0.184
cgr050,16,40,0.55,0.385,0.707,0.161
cgr050,16,50,0.56,0.413,0.7,0.144
cgr050,16,60,0.533,0.4,0.663,0.132
cgr050,16,70,0.571,0.447,0.689,0.121
cgr050,16,80,0.562,0.447,0.673,0.113
cgr050,16,90,0.533,0.425,0.639,0.107
cgr050,16,100,0.53,0.428,0.631,0.102
cgr050,16,110,0.536,0.439,0.632,0.097
cgr050,16,120,0.525,0.432,0.617,0.093
cgr050,16,130,0.515,0.426,0.604,0.089
cgr050,16,140,0.514,0.428,0.6,0.086
cgr050,16,150,0.5,0.417,0.583,0.083
cgr050,16,160,0.519,0.438,0.598,0.08
cgr050,16,170,0.506,0.428,0.583,0.078
cgr050,16,180,0.511,0.436,0.586,0.075
cgr050,16,190,0.521,0.448,0.594,0.073
cgr050,16,200,0.515,0.443,0.586,0.071
cgr050,16,210,0.51,0.44,0.579,0.07
cgr050,16,220,0.5,0.432,0.568,0.068
cgr050,16,230,0.504,0.438,0.571,0.066
cgr050,16,240,0.508,0.443,0.573,0.065
cgr050,16,250,0.508,0.444,0.572,0.064
cgr050,16,260,0.512,0.449,0.574,0.062
cgr050,16,270,0.519,0.457,0.579,0.061
cgr050,16,280,0.509,0.449,0.569,0.06
cgr050,16,290,0.507,0.447,0.567,0.06
cgr050,16,300,0.505,0.446,0.564,0.059
cgr050,15,10,0.5,0.187,0.813,0.313
cgr050,15,20,0.55,0.315,0.769,0.227
cgr050,15,30,0.5,0.313,0.687,0.187
cgr050,15,40,0.525,0.361,0.685,0.162
cgr050,15,50,0.56,0.413,0.7,0.144
cgr050,15,60,0.567,0.432,0.694,0.131
cgr050,15,70,0.557,0.433,0.676,0.121
cgr050,15,80,0.538,0.422,0.65,0.114
cgr050,15,90,0.533,0.425,0.639,0.107
cgr050,15,100,0.54,0.437,0.64,0.101
cgr050,15,110,0.536,0.439,0.632,0.097
cgr050,15,120,0.525,0.432,0.617,0.093
cgr050,15,130,0.508,0.419,0.596,0.089
cgr050,15,140,0.5,0.414,0.586,0.086
cgr050,15,150,0.487,0.404,0.57,0.083
cgr050,15,160,0.475,0.396,0.555,0.08
cgr050,15,170,0.482,0.405,0.56,0.077
cgr050,15,180,0.483,0.408,0.559,0.075
cgr050,15,190,0.489,0.416,0.563,0.073
cgr050,15,200,0.5,0.429,0.571,0.071
cgr050,15,210,0.49,0.421,0.56,0.07
cgr050,15,220,0.486,0.419,0.554,0.068
cgr050,15,230,0.474,0.408,0.541,0.066
cgr050,15,240,0.475,0.41,0.54,0.065
cgr050,15,250,0.484,0.421,0.548,0.064
cgr050,15,260,0.488,0.426,0.551,0.062
cgr050,15,270,0.481,0.421,0.543,0.061
cgr050,15,280,0.482,0.422,0.542,0.06
cgr050,15,290,0.49,0.431,0.549,0.059
cgr050,15,300,0.49,0.432,0.548,0.058
cgr050,14,10,0.5,0.187,0.813,0.313
cgr050,14,20,0.45,0.231,0.685,0.227
cgr050,14,30,0.367,0.199,0.561,0.181
cgr050,14,40,0.4,0.249,0.567,0.159
cgr050,14,50,0.42,0.282,0.568,0.143
cgr050,14,60,0.433,0.306,0.568,0.131
cgr050,14,70,0.471,0.351,0.594,0.122
cgr050,14,80,0.45,0.338,0.565,0.113
cgr050,14,90,0.433,0.329,0.542,0.106
cgr050,14,100,0.46,0.36,0.563,0.101
cgr050,14,110,0.445,0.351,0.543,0.096
cgr050,14,120,0.442,0.351,0.535,0.092
cgr050,14,130,0.446,0.359,0.536,0.088
cgr050,14,140,0.429,0.345,0.515,0.085
cgr050,14,150,0.413,0.334,0.497,0.081
cgr050,14,160,0.419,0.341,0.499,0.079
cgr050,14,170,0.406,0.331,0.484,0.076
cgr050,14,180,0.411,0.338,0.487,0.074
cgr050,14,190,0.421,0.35,0.495,0.072
cgr050,14,200,0.42,0.351,0.492,0.07
cgr050,14,210,0.424,0.356,0.494,0.069
cgr050,14,220,0.432,0.365,0.5,0.067
cgr050,14,230,0.452,0.387,0.519,0.066
cgr050,14,240,0.458,0.394,0.524,0.065
cgr050,14,250,0.46,0.397,0.524,0.063
cgr050,14,260,0.469,0.407,0.532,0.062
cgr050,14,270,0.481,0.421,0.543,0.061
cgr050,14,280,0.475,0.415,0.535,0.06
cgr050,14,290,0.474,0.415,0.533,0.059
cgr050,14,300,0.473,0.414,0.532,0.059
cgr050,13,10,0.6,0.262,0.878,0.308
cgr050,13,20,0.65,0.408,0.846,0.219
cgr050,13,30,0.567,0.374,0.745,0.186
cgr050,13,40,0.575,0.409,0.73,0.16
cgr050,13,50,0.6,0.452,0.736,0.142
cgr050,13,60,0.6,0.465,0.724,0.129
cgr050,13,70,0.614,0.49,0.728,0.119
cgr050,13,80,0.6,0.484,0.708,0.112
cgr050,13,90,0.589,0.48,0.692,0.106
cgr050,13,100,0.56,0.457,0.659,0.101
cgr050,13,110,0.564,0.466,0.658,0.096
cgr050,13,120,0.567,0.473,0.657,0.092
cgr050,13,130,0.569,0.48,0.656,0.088
cgr050,13,140,0.557,0.471,0.641,0.085
cgr050,13,150,0.547,0.463,0.628,0.082
cgr050,13,160,0.544,0.463,0.623,0.08
cgr050,13,170,0.529,0.451,0.606,0.077
cgr050,13,180,0.539,0.463,0.613,0.075
cgr050,13,190,0.532,0.458,0.604,0.073
cgr050,13,200,0.525,0.453,0.596,0.071
cgr050,13,210,0.524,0.454,0.593,0.07
cgr050,13,220,0.527,0.459,0.595,0.068
cgr050,13,230,0.517,0.451,0.584,0.066
cgr050,13,240,0.521,0.456,0.586,0.065
cgr050,13,250,0.512,0.448,0.575,0.064
cgr050,13,260,0.512,0.449,0.574,0.062
cgr050,13,270,0.515,0.453,0.576,0.061
cgr050,13,280,0.518,0.458,0.578,0.06
cgr050,13,290,0.524,0.465,0.583,0.059
cgr050,13,300,0.515,0.457,0.573,0.058
cgr050,12,10,0.3,0.067,0.652,0.293
cgr050,12,20,0.35,0.154,0.592,0.219
cgr050,12,30,0.367,0.199,0.561,0.181
cgr050,12,40,0.425,0.27,0.591,0.16
cgr050,12,50,0.44,0.3,0.587,0.144
cgr050,12,60,0.433,0.306,0.568,0.131
cgr050,12,70,0.443,0.324,0.567,0.121
cgr050,12,80,0.45,0.338,0.565,0.113
cgr050,12,90,0.456,0.35,0.564,0.107
cgr050,12,100,0.46,0.36,0.563,0.101
cgr050,12,110,0.464,0.368,0.561,0.097
cgr050,12,120,0.458,0.367,0.552,0.092
cgr050,12,130,0.454,0.366,0.543,0.089
cgr050,12,140,0.464,0.38,0.55,0.085
cgr050,12,150,0.487,0.404,0.57,0.083
cgr050,12,160,0.494,0.414,0.574,0.08
cgr050,12,170,0.5,0.422,0.578,0.078
cgr050,12,180,0.5,0.425,0.575,0.075
cgr050,12,190,0.505,0.432,0.578,0.073
cgr050,12,200,0.51,0.439,0.581,0.071
cgr050,12,210,0.51,0.44,0.579,0.07
cgr050,12,220,0.509,0.441,0.577,0.068
cgr050,12,230,0.509,0.442,0.575,0.066
cgr050,12,240,0.512,0.447,0.577,0.065
cgr050,12,250,0.504,0.44,0.568,0.064
cgr050,12,260,0.5,0.438,0.562,0.062
cgr050,12,270,0.5,0.439,0.561,0.061
cgr050,12,280,0.5,0.44,0.56,0.06
cgr050,12,290,0.51,0.451,0.569,0.059
cgr050,12,300,0.51,0.452,0.568,0.058
cgr050,11,10,0.3,0.067,0.652,0.293
cgr050,11,20,0.4,0.191,0.639,0.224
cgr050,11,30,0.467,0.283,0.657,0.187
cgr050,11,40,0.525,0.361,0.685,0.162
cgr050,11,50,0.5,0.355,0.645,0.145
cgr050,11,60,0.467,0.337,0.6,0.132
cgr050,11,70,0.471,0.351,0.594,0.122
cgr050,11,80,0.462,0.35,0.578,0.114
cgr050,11,90,0.444,0.34,0.553,0.107
cgr050,11,100,0.47,0.369,0.572,0.102
cgr050,11,110,0.491,0.394,0.588,0.097
cgr050,11,120,0.508,0.416,0.601,0.093
cgr050,11,130,0.515,0.426,0.604,0.089
cgr050,11,140,0.507,0.421,0.593,0.086
cgr050,11,150,0.5,0.417,0.583,0.083
cgr050,11,160,0.512,0.432,0.592,0.08
cgr050,11,170,0.512,0.434,0.589,0.077
cgr050,11,180,0.517,0.441,0.592,0.075
