scenario,trial,sample_size,cgr,cgr_ciL,cgr_ciH,cgr_nsd,cgr_eqv,bbi_C,bbi_C_ciL,bbi_C_ciH,bbi_C_nsd,bbi_C_eqv,bbi_T,bbi_T_ciL,bbi_T_ciH,bbi_T_nsd,bbi_T_eqv,gmg,gmg_ciL,gmg_ciH,gmg_nsd,gmg_eqv,gmgc,gmgc_ciL,gmgc_ciH,gmgc_nsd,gmgc_eqv
diff_0mg,189,400,0.53,0.48,0.58,True,True,0.06,-0.078,0.198,True,True,0.06,-0.078,0.198,True,True,0.861,-0.625,2.347,True,True,0.861,-0.128,1.85,True,True
diff_0mg,188,60,0.483,0.352,0.616,True,False,-0.067,-0.424,0.29,True,False,0.0,-0.358,0.358,True,False,-1.507,-5.627,2.613,True,False,-1.507,-4.298,1.284,True,True
diff_0mg,188,80,0.438,0.327,0.553,True,False,-0.25,-0.55,0.05,True,False,0.0,-0.31,0.31,True,False,-1.678,-5.066,1.711,True,False,-1.678,-4.046,0.691,True,True
diff_0mg,188,100,0.42,0.322,0.523,True,False,-0.2,-0.472,0.072,True,False,-0.12,-0.395,0.155,True,False,-2.618,-5.57,0.334,True,False,-2.618,-4.638,-0.598,False,True
diff_0mg,188,120,0.408,0.32,0.502,True,False,-0.133,-0.384,0.117,True,False,-0.233,-0.479,0.013,True,False,-3.117,-5.815,-0.418,False,False,-3.117,-4.975,-1.258,False,True
diff_0mg,188,140,0.436,0.352,0.522,True,False,-0.114,-0.347,0.118,True,False,-0.143,-0.375,0.089,True,False,-1.87,-4.411,0.671,True,True,-1.87,-3.566,-0.174,False,True
diff_0mg,188,160,0.431,0.353,0.512,True,False,-0.125,-0.342,0.092,True,False,-0.15,-0.367,0.067,True,False,-1.806,-4.127,0.515,True,True,-1.806,-3.363,-0.25,False,True
diff_0mg,188,180,0.461,0.387,0.537,True,True,-0.089,-0.295,0.117,True,False,-0.067,-0.273,0.139,True,False,-0.943,-3.168,1.281,True,True,-0.943,-2.407,0.52,True,True
diff_0mg,188,200,0.46,0.389,0.532,True,True,-0.06,-0.256,0.136,True,False,-0.1,-0.295,0.095,True,False,-1.221,-3.29,0.848,True,True,-1.221,-2.582,0.14,True,True
diff_0mg,188,240,0.483,0.419,0.549,True,True,-0.017,-0.196,0.162,True,True,-0.05,-0.229,0.129,True,False,-0.528,-2.423,1.367,True,True,-0.528,-1.799,0.743,True,True
diff_0mg,188,280,0.496,0.436,0.557,True,True,0.014,-0.151,0.18,True,True,-0.029,-0.194,0.137,True,True,-0.358,-2.159,1.443,True,True,-0.358,-1.538,0.822,True,True
diff_0mg,188,320,0.5,0.444,0.556,True,True,0.025,-0.13,0.18,True,True,-0.025,-0.18,0.13,True,True,-0.155,-1.849,1.539,True,True,-0.155,-1.264,0.954,True,True
diff_0mg,188,360,0.492,0.439,0.545,True,True,0.011,-0.135,0.157,True,True,-0.044,-0.19,0.101,True,True,-0.329,-1.927,1.269,True,True,-0.329,-1.371,0.713,True,True
diff_0mg,188,400,0.492,0.442,0.543,True,True,-0.01,-0.149,0.129,True,True,-0.02,-0.159,0.119,True,True,-0.239,-1.761,1.283,True,True,-0.239,-1.228,0.75,True,True
diff_0mg,187,60,0.45,0.321,0.584,True,False,-0.267,-0.612,0.078,True,False,0.067,-0.29,0.424,True,False,-3.007,-7.009,0.995,True,False,-3.007,-5.425,-0.589,False,False
diff_0mg,187,80,0.5,0.386,0.614,True,True,-0.15,-0.456,0.156,True,False,0.15,-0.156,0.456,True,False,-0.985,-4.479,2.509,True,True,-0.985,-3.079,1.109,True,True
diff_0mg,187,100,0.5,0.398,0.602,True,True,-0.12,-0.395,0.155,True,False,0.12,-0.155,0.395,True,False,-0.636,-3.615,2.343,True,True,-0.636,-2.578,1.306,True,True
diff_0mg,187,120,0.475,0.383,0.568,True,True,-0.133,-0.384,0.117,True,False,0.033,-0.22,0.286,True,False,-0.757,-3.415,1.902,True,True,-0.757,-2.578,1.065,True,True
diff_0mg,187,140,0.457,0.373,0.543,True,True,-0.171,-0.402,0.059,True,False,0.0,-0.234,0.234,True,False,-0.686,-3.09,1.718,True,True,-0.686,-2.388,1.016,True,True
diff_0mg,187,160,0.456,0.377,0.537,True,True,-0.175,-0.391,0.041,True,False,0.0,-0.219,0.219,True,False,-0.952,-3.132,1.227,True,True,-0.952,-2.559,0.654,True,True
diff_0mg,187,180,0.467,0.392,0.542,True,True,-0.156,-0.36,0.049,True,False,0.022,-0.184,0.229,True,False,-1.001,-3.029,1.027,True,True,-1.001,-2.506,0.504,True,True
diff_0mg,187,200,0.46,0.389,0.532,True,True,-0.16,-0.353,0.033,True,False,0.0,-0.196,0.196,True,True,-0.947,-2.875,0.981,True,True,-0.947,-2.356,0.462,True,True
diff_0mg,187,240,0.454,0.39,0.519,True,True,-0.2,-0.375,-0.025,False,False,0.017,-0.162,0.196,True,True,-1.082,-2.897,0.734,True,True,-1.082,-2.354,0.191,True,True
diff_0mg,187,280,0.464,0.405,0.525,True,True,-0.171,-0.335,-0.008,False,False,0.029,-0.137,0.194,True,True,-0.996,-2.667,0.674,True,True,-0.996,-2.165,0.172,True,True
diff_0mg,187,320,0.475,0.419,0.531,True,True,-0.15,-0.303,0.003,True,False,0.05,-0.105,0.205,True,False,-0.497,-2.124,1.13,True,True,-0.497,-1.589,0.595,True,True
diff_0mg,187,360,0.475,0.422,0.528,True,True,-0.111,-0.256,0.034,True,False,0.011,-0.135,0.157,True,True,-0.755,-2.309,0.799,True,True,-0.755,-1.778,0.268,True,True
diff_0mg,187,400,0.48,0.43,0.53,True,True,-0.11,-0.248,0.028,True,False,0.03,-0.109,0.169,True,True,-0.56,-2.042,0.922,True,True,-0.56,-1.525,0.405,True,True
diff_0mg,186,60,0.467,0.337,0.6,True,False,-0.2,-0.551,0.151,True,False,0.067,-0.29,0.424,True,False,-1.067,-4.419,2.286,True,True,-1.067,-3.43,1.297,True,True
diff_0mg,186,80,0.45,0.338,0.565,True,False,-0.2,-0.504,0.104,True,False,0.0,-0.31,0.31,True,False,-1.968,-5.144,1.209,True,False,-1.968,-4.018,0.083,True,True
diff_0mg,186,100,0.49,0.389,0.592,True,True,-0.08,-0.356,0.196,True,False,0.04,-0.237,0.317,True,False,-0.964,-3.935,2.007,True,True,-0.964,-2.808,0.88,True,True
diff_0mg,186,120,0.508,0.416,0.601,True,True,-0.1,-0.352,0.152,True,False,0.133,-0.117,0.384,True,False,-0.35,-3.098,2.398,True,True,-0.35,-2.006,1.306,True,True
diff_0mg,186,140,0.486,0.4,0.572,True,True,-0.114,-0.347,0.118,True,False,0.057,-0.177,0.291,True,False,-1.024,-3.524,1.475,True,True,-1.024,-2.554,0.506,True,True
diff_0mg,186,160,0.481,0.402,0.562,True,True,-0.075,-0.294,0.144,True,False,0.0,-0.219,0.219,True,False,-1.213,-3.556,1.131,True,True,-1.213,-2.654,0.229,True,True
diff_0mg,186,180,0.483,0.408,0.559,True,True,-0.089,-0.295,0.117,True,False,0.022,-0.184,0.229,True,False,-0.83,-3.066,1.406,True,True,-0.83,-2.209,0.549,True,True
diff_0mg,186,200,0.465,0.394,0.537,True,True,-0.1,-0.295,0.095,True,False,-0.04,-0.236,0.156,True,False,-1.437,-3.585,0.711,True,True,-1.437,-2.762,-0.112,False,True
diff_0mg,186,240,0.467,0.402,0.532,True,True,-0.117,-0.294,0.061,True,False,-0.017,-0.196,0.162,True,True,-0.956,-2.855,0.943,True,True,-0.956,-2.169,0.257,True,True
diff_0mg,186,280,0.461,0.401,0.521,True,True,-0.114,-0.279,0.05,True,False,-0.043,-0.208,0.123,True,False,-1.167,-2.902,0.568,True,True,-1.167,-2.305,-0.029,False,True
diff_0mg,186,320,0.456,0.401,0.513,True,True,-0.112,-0.266,0.041,True,False,-0.062,-0.217,0.092,True,False,-1.301,-2.906,0.305,True,True,-1.301,-2.358,-0.244,False,True
diff_0mg,186,360,0.469,0.417,0.522,True,True,-0.067,-0.212,0.079,True,False,-0.056,-0.201,0.09,True,False,-0.938,-2.429,0.553,True,True,-0.938,-1.915,0.04,True,True
diff_0mg,186,400,0.475,0.425,0.525,True,True,-0.06,-0.198,0.078,True,True,-0.04,-0.178,0.098,True,True,-0.839,-2.225,0.547,True,True,-0.839,-1.773,0.095,True,True
diff_0mg,185,60,0.567,0.432,0.694,True,False,0.067,-0.29,0.424,True,False,0.2,-0.151,0.551,True,False,1.217,-2.402,4.836,True,True,1.217,-1.234,3.667,True,True
diff_0mg,185,80,0.588,0.472,0.696,True,False,0.15,-0.156,0.456,True,False,0.2,-0.104,0.504,True,False,1.62,-1.513,4.753,True,True,1.62,-0.373,3.613,True,True
diff_0mg,185,100,0.59,0.487,0.687,True,False,0.16,-0.114,0.434,True,False,0.2,-0.072,0.472,True,False,2.902,0.054,5.75,False,False,2.902,1.12,4.684,False,True
diff_0mg,185,120,0.567,0.473,0.657,True,False,0.067,-0.186,0.319,True,False,0.2,-0.048,0.448,True,False,2.235,-0.35,4.82,True,True,2.235,0.56,3.91,False,True
diff_0mg,185,140,0.564,0.478,0.648,True,False,0.057,-0.177,0.291,True,False,0.2,-0.03,0.43,True,False,2.001,-0.48,4.483,True,True,2.001,0.458,3.545,False,True
diff_0mg,185,160,0.544,0.463,0.623,True,True,0.0,-0.219,0.219,True,False,0.175,-0.041,0.391,True,False,1.64,-0.64,3.92,True,True,1.64,0.192,3.088,False,True
diff_0mg,185,180,0.517,0.441,0.592,True,True,-0.022,-0.229,0.184,True,False,0.089,-0.117,0.295,True,False,1.173,-0.932,3.279,True,True,1.173,-0.199,2.546,True,True
diff_0mg,185,200,0.5,0.429,0.571,True,True,-0.06,-0.256,0.136,True,False,0.06,-0.136,0.256,True,False,0.876,-1.102,2.854,True,True,0.876,-0.429,2.181,True,True
diff_0mg,185,240,0.5,0.435,0.565,True,True,-0.05,-0.229,0.129,True,False,0.05,-0.129,0.229,True,False,0.365,-1.524,2.254,True,True,0.365,-0.824,1.554,True,True
diff_0mg,185,280,0.479,0.419,0.539,True,True,-0.114,-0.279,0.05,True,False,0.029,-0.137,0.194,True,True,-0.261,-2.057,1.534,True,True,-0.261,-1.403,0.88,True,True
diff_0mg,185,320,0.497,0.441,0.553,True,True,-0.038,-0.192,0.117,True,True,0.025,-0.13,0.18,True,True,-0.017,-1.687,1.653,True,True,-0.017,-1.088,1.054,True,True
diff_0mg,185,360,0.489,0.436,0.542,True,True,-0.044,-0.19,0.101,True,True,0.0,-0.146,0.146,True,True,-0.287,-1.847,1.272,True,True,-0.287,-1.307,0.733,True,True
diff_0mg,185,400,0.488,0.438,0.538,True,True,-0.08,-0.218,0.058,True,False,0.03,-0.109,0.169,True,True,-0.257,-1.706,1.192,True,True,-0.257,-1.225,0.711,True,True
diff_0mg,184,60,0.517,0.384,0.648,True,False,0.0,-0.358,0.358,True,False,0.067,-0.29,0.424,True,False,-0.407,-4.421,3.607,True,True,-0.407,-2.864,2.051,True,True
diff_0mg,184,80,0.538,0.422,0.65,True,False,0.1,-0.208,0.408,True,False,0.05,-0.26,0.36,True,False,0.26,-3.206,3.726,True,True,0.26,-1.844,2.364,True,True
diff_0mg,184,100,0.5,0.398,0.602,True,True,0.0,-0.277,0.277,True,False,0.0,-0.277,0.277,True,False,-0.684,-3.793,2.425,True,True,-0.684,-2.578,1.21,True,True
diff_0mg,184,120,0.5,0.407,0.593,True,True,0.033,-0.22,0.286,True,False,-0.033,-0.286,0.22,True,False,-1.157,-4.025,1.712,True,True,-1.157,-2.922,0.609,True,True
diff_0mg,184,140,0.557,0.471,0.641,True,False,0.114,-0.118,0.347,True,False,0.114,-0.118,0.347,True,False,0.124,-2.535,2.783,True,True,0.124,-1.566,1.814,True,True
diff_0mg,184,160,0.544,0.463,0.623,True,True,0.025,-0.194,0.244,True,False,0.15,-0.067,0.367,True,False,-0.195,-2.667,2.277,True,True,-0.195,-1.783,1.393,True,True
diff_0mg,184,180,0.533,0.458,0.608,True,True,-0.044,-0.251,0.162,True,False,0.178,-0.026,0.381,True,False,-0.107,-2.394,2.18,True,True,-0.107,-1.603,1.389,True,True
diff_0mg,184,200,0.525,0.453,0.596,True,True,-0.06,-0.256,0.136,True,False,0.16,-0.033,0.353,True,False,-0.025,-2.179,2.129,True,True,-0.025,-1.452,1.402,True,True
diff_0mg,184,240,0.512,0.447,0.577,True,True,-0.117,-0.294,0.061,True,False,0.167,-0.01,0.343,True,False,-0.523,-2.557,1.512,True,True,-0.523,-1.806,0.761,True,True
diff_0mg,184,280,0.514,0.454,0.574,True,True,-0.1,-0.265,0.065,True,False,0.157,-0.006,0.321,True,False,-0.188,-2.027,1.651,True,True,-0.188,-1.396,1.021,True,True
diff_0mg,184,320,0.503,0.447,0.559,True,True,-0.088,-0.242,0.067,True,False,0.1,-0.054,0.254,True,False,-0.429,-2.142,1.283,True,True,-0.429,-1.534,0.675,True,True
diff_0mg,184,360,0.494,0.442,0.547,True,True,-0.1,-0.245,0.045,True,False,0.078,-0.068,0.223,True,False,-0.601,-2.175,0.974,True,True,-0.601,-1.648,0.447,True,True
diff_0mg,184,400,0.492,0.442,0.543,True,True,-0.09,-0.228,0.048,True,False,0.06,-0.078,0.198,True,True,-0.74,-2.233,0.752,True,True,-0.74,-1.737,0.256,True,True
diff_0mg,183,60,0.55,0.416,0.679,True,False,0.067,-0.29,0.424,True,False,0.133,-0.221,0.488,True,False,3.4,-0.853,7.653,True,False,3.4,1.112,5.688,False,False
diff_0mg,183,80,0.5,0.386,0.614,True,True,0.05,-0.26,0.36,True,False,-0.05,-0.36,0.26,True,False,2.105,-1.603,5.813,True,False,2.105,0.046,4.164,False,True
diff_0mg,183,100,0.52,0.418,0.621,True,True,0.08,-0.196,0.356,True,False,0.0,-0.277,0.277,True,False,2.242,-0.975,5.459,True,False,2.242,0.404,4.08,False,True
diff_0mg,183,120,0.55,0.457,0.641,True,False,0.133,-0.117,0.384,True,False,0.067,-0.186,0.319,True,False,2.66,-0.242,5.562,True,False,2.66,0.939,4.381,False,True
diff_0mg,183,140,0.536,0.45,0.62,True,True,0.057,-0.177,0.291,True,False,0.086,-0.148,0.319,True,False,1.99,-0.691,4.671,True,True,1.99,0.409,3.571,False,True
diff_0mg,183,160,0.544,0.463,0.623,True,True,0.1,-0.118,0.318,True,False,0.075,-0.144,0.294,True,False,1.843,-0.628,4.313,True,True,1.843,0.398,3.287,False,True
diff_0mg,183,180,0.533,0.458,0.608,True,True,0.067,-0.139,0.273,True,False,0.067,-0.139,0.273,True,False,1.367,-0.917,3.651,True,True,1.367,-0.011,2.744,True,True
diff_0mg,183,200,0.52,0.448,0.591,True,True,0.04,-0.156,0.236,True,False,0.04,-0.156,0.236,True,False,1.079,-1.098,3.256,True,True,1.079,-0.234,2.392,True,True
diff_0mg,183,240,0.5,0.435,0.565,True,True,0.017,-0.162,0.196,True,True,-0.017,-0.196,0.162,True,True,0.514,-1.568,2.596,True,True,0.514,-0.661,1.69,True,True
diff_0mg,183,280,0.507,0.447,0.567,True,True,0.043,-0.123,0.208,True,False,-0.014,-0.18,0.151,True,True,0.034,-1.897,1.966,True,True,0.034,-1.071,1.14,True,True
diff_0mg,183,320,0.506,0.45,0.562,True,True,0.038,-0.117,0.192,True,True,-0.012,-0.167,0.142,True,True,0.208,-1.564,1.98,True,True,0.208,-0.849,1.265,True,True
diff_0mg,183,360,0.511,0.458,0.564,True,True,0.033,-0.113,0.179,True,True,0.011,-0.135,0.157,True,True,0.705,-0.965,2.375,True,True,0.705,-0.293,1.703,True,True
diff_0mg,183,400,0.505,0.455,0.555,True,True,0.03,-0.109,0.169,True,True,-0.01,-0.149,0.129,True,True,0.422,-1.152,1.996,True,True,0.422,-0.518,1.362,True,True
diff_0mg,182,60,0.467,0.337,0.6,True,False,0.267,-0.078,0.612,True,False,-0.4,-0.728,-0.072,False,False,-0.083,-3.944,3.777,True,True,-0.083,-2.713,2.547,True,True
diff_0mg,182,80,0.525,0.41,0.638,True,True,0.3,0.004,0.596,False,False,-0.2,-0.504,0.104,True,False,1.195,-2.302,4.692,True,True,1.195,-0.959,3.349,True,True
diff_0mg,182,100,0.53,0.428,0.631,True,True,0.32,0.057,0.583,False,False,-0.2,-0.472,0.072,True,False,1.466,-1.625,4.557,True,True,1.466,-0.545,3.477,True,True
diff_0mg,182,120,0.55,0.457,0.641,True,False,0.3,0.059,0.541,False,False,-0.1,-0.352,0.152,True,False,1.59,-1.143,4.323,True,True,1.59,-0.242,3.422,True,True
diff_0mg,182,140,0.55,0.464,0.634,True,True,0.257,0.031,0.484,False,False,-0.057,-0.291,0.177,True,False,1.607,-0.875,4.089,True,True,1.607,-0.055,3.269,True,True
diff_0mg,182,160,0.538,0.457,0.617,True,True,0.275,0.064,0.486,False,False,-0.125,-0.342,0.092,True,False,1.067,-1.238,3.373,True,True,1.067,-0.484,2.619,True,True
diff_0mg,182,180,0.539,0.463,0.613,True,True,0.267,0.068,0.466,False,False,-0.111,-0.316,0.094,True,False,1.208,-0.99,3.406,True,True,1.208,-0.227,2.643,True,True
diff_0mg,182,200,0.53,0.458,0.601,True,True,0.22,0.029,0.411,False,False,-0.1,-0.295,0.095,True,False,1.112,-1.025,3.249,True,True,1.112,-0.259,2.483,True,True
diff_0mg,182,240,0.525,0.46,0.59,True,True,0.2,0.025,0.375,False,False,-0.1,-0.278,0.078,True,False,1.062,-0.96,3.085,True,True,1.062,-0.22,2.345,True,True
diff_0mg,182,280,0.539,0.479,0.599,True,True,0.2,0.038,0.362,False,False,-0.043,-0.208,0.123,True,False,1.3,-0.518,3.118,True,True,1.3,0.138,2.462,False,True
diff_0mg,182,320,0.534,0.478,0.59,True,True,0.112,-0.041,0.266,True,False,0.025,-0.13,0.18,True,True,1.099,-0.593,2.79,True,True,1.099,-0.005,2.202,True,True
diff_0mg,182,360,0.533,0.48,0.586,True,True,0.089,-0.057,0.234,True,False,0.044,-0.101,0.19,True,True,0.982,-0.646,2.61,True,True,0.982,-0.053,2.017,True,True
diff_0mg,182,400,0.53,0.48,0.58,True,True,0.05,-0.088,0.188,True,True,0.07,-0.068,0.208,True,False,0.612,-0.933,2.157,True,True,0.612,-0.369,1.593,True,True
diff_0mg,181,60,0.517,0.384,0.648,True,False,0.067,-0.29,0.424,True,False,0.0,-0.358,0.358,True,False,1.133,-2.134,4.401,True,True,1.133,-1.383,3.65,True,True
diff_0mg,181,80,0.525,0.41,0.638,True,True,0.05,-0.26,0.36,True,False,0.05,-0.26,0.36,True,False,1.537,-1.177,4.252,True,True,1.537,-0.572,3.647,True,True
diff_0mg,181,100,0.52,0.418,0.621,True,True,0.0,-0.277,0.277,True,False,0.08,-0.196,0.356,True,False,1.456,-0.971,3.883,True,True,1.456,-0.485,3.397,True,True
diff_0mg,181,120,0.533,0.44,0.625,True,True,0.033,-0.22,0.286,True,False,0.1,-0.152,0.352,True,False,1.388,-1.013,3.79,True,True,1.388,-0.344,3.121,True,True
diff_0mg,181,140,0.5,0.414,0.586,True,True,-0.029,-0.263,0.206,True,False,0.029,-0.206,0.263,True,False,0.33,-1.963,2.623,True,True,0.33,-1.316,1.976,True,True
diff_0mg,181,160,0.506,0.426,0.586,True,True,-0.025,-0.244,0.194,True,False,0.05,-0.169,0.269,True,False,0.761,-1.407,2.93,True,True,0.761,-0.795,2.317,True,True
diff_0mg,181,180,0.522,0.447,0.597,True,True,0.022,-0.184,0.229,True,False,0.067,-0.139,0.273,True,False,1.429,-0.61,3.467,True,True,1.429,-0.041,2.899,True,True
diff_0mg,181,200,0.505,0.434,0.576,True,True,-0.04,-0.236,0.156,True,False,0.06,-0.136,0.256,True,False,1.203,-0.72,3.126,True,True,1.203,-0.146,2.552,True,True
diff_0mg,181,240,0.521,0.456,0.586,True,True,0.0,-0.179,0.179,True,True,0.083,-0.095,0.262,True,False,1.192,-0.564,2.949,True,True,1.192,-0.05,2.435,True,True
diff_0mg,181,280,0.511,0.451,0.571,True,True,-0.029,-0.194,0.137,True,True,0.071,-0.094,0.237,True,False,0.919,-0.721,2.56,True,True,0.919,-0.238,2.077,True,True
diff_0mg,181,320,0.512,0.456,0.568,True,True,-0.025,-0.18,0.13,True,True,0.075,-0.08,0.23,True,False,0.674,-0.911,2.258,True,True,0.674,-0.414,1.761,True,True
diff_0mg,181,360,0.517,0.464,0.569,True,True,0.0,-0.146,0.146,True,True,0.067,-0.079,0.212,True,False,0.956,-0.549,2.46,True,True,0.956,-0.069,1.98,True,True
diff_0mg,181,400,0.522,0.472,0.572,True,True,0.01,-0.129,0.149,True,True,0.08,-0.058,0.218,True,False,1.343,-0.102,2.789,True,True,1.343,0.369,2.318,False,True
diff_0mg,180,60,0.45,0.321,0.584,True,False,0.0,-0.358,0.358,True,False,-0.2,-0.551,0.151,True,False,-1.047,-4.864,2.77,True,True,-1.047,-3.52,1.427,True,True
diff_0mg,180,80,0.488,0.374,0.602,True,True,0.05,-0.26,0.36,True,False,-0.1,-0.408,0.208,True,False,-0.155,-3.563,3.253,True,True,-0.155,-2.265,1.955,True,True
diff_0mg,180,100,0.5,0.398,0.602,True,True,0.08,-0.196,0.356,True,False,-0.08,-0.356,0.196,True,False,0.25,-2.686,3.186,True,True,0.25,-1.618,2.118,True,True
diff_0mg,180,120,0.483,0.391,0.576,True,True,0.033,-0.22,0.286,True,False,-0.1,-0.352,0.152,True,False,0.617,-2.098,3.331,True,True,0.617,-1.117,2.35,True,True
diff_0mg,180,140,0.507,0.421,0.593,True,True,0.086,-0.148,0.319,True,False,-0.057,-0.291,0.177,True,False,1.227,-1.297,3.752,True,True,1.227,-0.399,2.853,True,True
diff_0mg,180,160,0.531,0.451,0.61,True,True,0.125,-0.092,0.342,True,False,0.0,-0.219,0.219,True,False,1.863,-0.497,4.222,True,True,1.863,0.34,3.385,False,True
diff_0mg,180,180,0.528,0.452,0.602,True,True,0.089,-0.117,0.295,True,False,0.022,-0.184,0.229,True,False,1.6,-0.645,3.845,True,True,1.6,0.177,3.023,False,True
diff_0mg,180,200,0.525,0.453,0.596,True,True,0.08,-0.115,0.275,True,False,0.02,-0.176,0.216,True,False,1.756,-0.385,3.897,True,True,1.756,0.414,3.098,False,True
diff_0mg,180,240,0.504,0.439,0.569,True,True,0.05,-0.129,0.229,True,False,-0.033,-0.212,0.145,True,False,1.005,-0.904,2.914,True,True,1.005,-0.224,2.234,True,True
diff_0mg,180,280,0.5,0.44,0.56,True,True,0.029,-0.137,0.194,True,True,-0.029,-0.194,0.137,True,True,0.866,-0.937,2.67,True,True,0.866,-0.269,2.002,True,True
diff_0mg,180,320,0.522,0.466,0.578,True,True,0.075,-0.08,0.23,True,False,0.012,-0.142,0.167,True,True,1.17,-0.489,2.829,True,True,1.17,0.117,2.223,False,True
diff_0mg,180,360,0.525,0.472,0.578,True,True,0.089,-0.057,0.234,True,False,0.011,-0.135,0.157,True,True,0.933,-0.632,2.498,True,True,0.933,-0.058,1.924,True,True
diff_0mg,180,400,0.518,0.467,0.567,True,True,0.07,-0.068,0.208,True,False,0.0,-0.139,0.139,True,True,0.868,-0.616,2.351,True,True,0.868,-0.082,1.817,True,True
diff_0mg,179,60,0.533,0.4,0.663,True,False,0.133,-0.221,0.488,True,False,0.0,-0.358,0.358,True,False,-0.617,-3.655,2.422,True,True,-0.617,-2.811,1.578,True,True
diff_0mg,179,80,0.5,0.386,0.614,True,True,0.1,-0.208,0.408,True,False,-0.1,-0.408,0.208,True,False,-0.76,-3.664,2.144,True,True,-0.76,-2.806,1.286,True,True
diff_0mg,179,100,0.48,0.379,0.582,True,True,-0.08,-0.356,0.196,True,False,0.0,-0.277,0.277,True,False,-1.182,-3.751,1.387,True,True,-1.182,-3.038,0.674,True,True
diff_0mg,179,120,0.467,0.375,0.56,True,True,-0.167,-0.416,0.083,True,False,0.033,-0.22,0.286,True,False,-1.7,-4.084,0.684,True,True,-1.7,-3.437,0.037,True,True
diff_0mg,179,140,0.486,0.4,0.572,True,True,-0.086,-0.319,0.148,True,False,0.029,-0.206,0.263,True,False,-1.211,-3.444,1.021,True,True,-1.211,-2.801,0.378,True,True
diff_0mg,179,160,0.494,0.414,0.574,True,True,-0.025,-0.244,0.194,True,False,0.0,-0.219,0.219,True,False,-0.737,-2.773,1.298,True,True,-0.737,-2.202,0.727,True,True
diff_0mg,179,180,0.506,0.43,0.581,True,True,0.022,-0.184,0.229,True,False,0.0,-0.207,0.207,True,False,-0.669,-2.603,1.265,True,True,-0.669,-2.052,0.714,True,True
diff_0mg,179,200,0.495,0.424,0.566,True,True,-0.02,-0.216,0.176,True,False,0.0,-0.196,0.196,True,True,-0.85,-2.687,0.987,True,True,-0.85,-2.183,0.483,True,True
diff_0mg,179,240,0.5,0.435,0.565,True,True,-0.083,-0.262,0.095,True,False,0.083,-0.095,0.262,True,False,-0.726,-2.507,1.055,True,True,-0.726,-1.934,0.482,True,True
diff_0mg,179,280,0.507,0.447,0.567,True,True,-0.057,-0.223,0.108,True,False,0.086,-0.079,0.251,True,False,-0.423,-2.122,1.276,True,True,-0.423,-1.567,0.722,True,True
diff_0mg,179,320,0.512,0.456,0.568,True,True,-0.075,-0.23,0.08,True,False,0.125,-0.029,0.279,True,False,-0.364,-1.93,1.202,True,True,-0.364,-1.426,0.699,True,True
diff_0mg,179,360,0.503,0.45,0.556,True,True,-0.067,-0.212,0.079,True,False,0.078,-0.068,0.223,True,False,-0.377,-1.836,1.082,True,True,-0.377,-1.383,0.629,True,True
diff_0mg,179,400,0.502,0.452,0.553,True,True,-0.06,-0.198,0.078,True,True,0.07,-0.068,0.208,True,False,-0.167,-1.574,1.24,True,True,-0.167,-1.134,0.8,True,True
diff_0mg,178,60,0.517,0.384,0.648,True,False,0.133,-0.221,0.488,True,False,-0.067,-0.424,0.29,True,False,-2.007,-5.488,1.474,True,False,-2.007,-4.708,0.695,True,True
diff_0mg,178,80,0.538,0.422,0.65,True,False,0.25,-0.05,0.55,True,False,-0.1,-0.408,0.208,True,False,-1.235,-4.336,1.866,True,True,-1.235,-3.476,1.006,True,True
diff_0mg,178,100,0.54,0.437,0.64,True,False,0.2,-0.072,0.472,True,False,-0.04,-0.317,0.237,True,False,-0.88,-3.654,1.894,True,True,-0.88,-2.86,1.1,True,True
diff_0mg,178,120,0.567,0.473,0.657,True,False,0.167,-0.083,0.416,True,False,0.1,-0.152,0.352,True,False,-0.228,-2.691,2.234,True,True,-0.228,-2.057,1.6,True,True
